index,title,description,difficulty,certificate_available,students_count,price,rating,reviews_count,source,course
68315,PRO C#. Графы,Познакомитесь с популярными и реально используемыми алгоритмами на графах. Узнаете какие прикладные задачи можно решать с помощью теории графов и как это делать оптимально. Научитесь использовать полученные знания в своих проектах.,Начальный уровень,True,102,11000,4.8,9,stepik,Программирование
62940,Алгоритмический фундамент программиста — Stepik,"Не можете пройти алгоритмическую секцию в крупную IT-компанию? Здесь есть всё, чтобы закрыть этот пробел. 100 практических задач с автоматической проверкой по алгоритмам и структурам данных, концентрированная теория простыми словами от ex-Яндекс разработчика Ильи Шишкова — всё ради одной цели: сделать вас тем, кто уверен в своих силах на собеседовании и на работе. Этот курс даёт реальные навыки, которые позволят вам пройти интервью и будут каждый день пригождаться на работе.",,False,112,60000,4.9,11,stepik,Программирование
58659,PRO C#. ASP.NET Core,Написание WEB приложений с помощью технологии ASP.NET. На примере онлайн магазина рассмотрим все аспекты создания WEB приложений,Средний уровень,True,165,64900,5.0,46,stepik,Программирование
55971,PRO C#. Структуры данных,"Разбираются основные структуры: массив, список, стек, очередь, множество, ассоциативный массив.Начнете уверенно себя чувствовать при прохождении технических собеседований в любые IT-компании мира.",Средний уровень,True,2936,16500,5.0,21,stepik,Программирование
23981,PRO C#. Алгоритмы поиска и сортировки,Сможете оценивать программный код и находить способы его оптимизации и ускорения. Курс формирует базовые знания в работе с алгоритмами поиска и сортировки данных,Начальный уровень,True,592,16500,4.9,46,stepik,Программирование
5482,PRO C#. Основы программирования,"Курс посвящен базовым понятиям программирования: типы данных, операторы, переменные, условия, циклы, массивы и функции. Он является вводным и подойдет слушателям с небольшим опытом или вообще без опыта программирования. Курс полностью обновлен 2025 году!",Начальный уровень,True,98614,2490,4.9,1035,stepik,Программирование
235332,Подготовка к Golang собеседованию — Stepik,"Курс по подготовке к техническому собеседованию на Golang-разработчика, грейд middle/middle+/senior Включает в себя необходимую теорию, стратегии ответов на сложные вопросы, и разбор часто встречающихся практических задач.",Средний уровень,False,176,49900,5.0,8,stepik,Программирование
254741,Подготовка к Golang собеседованию (middle/middle+),"Курс по подготовке к техническому собеседованию на Golang-разработчика, грейд middle/middle+ Включает в себя необходимую теорию, стратегии ответов на сложные вопросы, и разбор часто встречающихся практических задач.  Подробная информация о курсе - в открытом уроке с видео, рекомендую посмотреть его",Средний уровень,False,15,29900,,,stepik,Программирование
68260,Алгоритмы Машинного обучения с нуля — Stepik,"В данном курсе Вы реализуете с нуля все основные алгоритмы классического машинного обучения на чистом Python, Pandas и NumPy.",Средний уровень,False,7122,2900,5.0,10,stepik,Анализ данных и DS
129449,Машинное Обучение в Python: Большой Курс для Начинающих,"50+ часов видео-лекций и много практических заданий! 👍  Победитель Stepik Awards в номинации ""Прорыв года""! 🏆  Этот курс - лучший способ начать с нуля и стать специалистом по Машинному Обучению в Python! Библиотеки NumPy, Pandas, Matplotlib, Seaborn, Scikit-Learn и многое другое.🔥 Оперативная поддержка автора!🔥 Почитайте отзывы и записывайтесь!",Начальный уровень,True,5511,2900,5.0,144,stepik,Анализ данных и DS
113596,Data Science с Глебом Михайловым,"🏆Победитель  Stepik Awards в номинации ""Прорыв года""🏆
 
 Практический видео-курс по основам data science. Никакой математики, никакой теории, только примеры решения реальных задач c помощью pandas и CatBoost. Вводная часть курса по python и pandas для анализа данных доступна бесплатно!🔥",Начальный уровень,True,3145,2970,5.0,191,stepik,Анализ данных и DS
239757,Простая Линейная Регрессия Python. Математика машинного обучения,"Более 2 часов видео-лекции! 👍  Оперативная поддержка автора!🔥  Этот курс - лучший способ начать с нуля и стать специалистом по Машинному Обучению в Python и МАТЕМАТИКЕ! 🏆 Вы реализуете с нуля алгоритм классического машинного обучения метод наименьших квадратов (МНК) на чистом Python, NumPy, Pandas, Scikit-Learn, Matplotlib. Мы подробно разберём всю математику с нуля на примере Python кода, это будет самый ПРАКТИЧНЫЙ ОПЫТ 100%. Много практики + теория тоже есть! 🔥 Почитайте отзывы и записывайтесь!",Начальный уровень,True,136,890,5.0,13,stepik,Анализ данных и DS
209546,Parsing Engineer с нуля до junior,"Парсинг данных - это важное и востребованное направление в IT, которое включает в себя извлечение информации из различных источников. На курсе Вы сможете получить знания, которые позволят Вам стать специалистом по парсингу данных на Python с использованием библиотек BeautifulSoup, Selenium и IMAP. По окончании курса Вам будет предложено решить финальное задание на выбор, которое пойдет в Ваше портфолио и отразит все знания, полученные на курсе. На протяжении всего курса Вам будет доступен чат в Telegram.",Средний уровень,False,2697,9990,4.7,16,stepik,Анализ данных и DS
125501,Практический Machine Learning,"В курсе изучаются классические и продвинутые алгоритмы машинного обучения, подробно разбираются математические обоснования изучаемых методов.",Начальный уровень,True,2453,3900,5.0,61,stepik,Анализ данных и DS
175382,"Пакет курсов ""Data Scientist"": Python + SQL + Машинное обучение","Более 70 часов видео-лекций! 👍 Победитель Stepik Awards в номинации ""Прорыв года""! 🏆 Самые востребованные навыки Python + SQL + Machine Learning в едином пакете - для Дата Сайентистов, Аналитиков данных, Инженеров данных и всех интересующихся. Много практики + теория тоже есть! 🔥Оперативная поддержка автора!🔥 Почитайте отзывы на отдельные курсы, входящие в пакет (особенно отзывы на курс по машинному обучению), и смелее записывайтесь!",,False,2524,3900,5.0,24,stepik,Анализ данных и DS
118593,Python: анализ данных с Pandas,Курс посвящен практической работе с Pandas. Вы получите необходимую теорию и закрепите ее на большом количестве практических задач.,Средний уровень,True,1863,1990,4.8,151,stepik,Анализ данных и DS
133779,Бизнес аналитик в IT с Нуля до Специалиста,"Проверка домашних заданий автором курса. С нуля получишь все знания и навыки, которые требуют работодатели, когда ищут бизнес аналитика. Ты научишься работать с Excel, SQL, Power BI. Научишься строить бизнес процессы в нотации BPMN. Сможешь собирать требования и писать ТЗ, Use Case и User Story. Узнаешь что такое Agile и сможешь работать по Scrum и Kanban и применять Jira и Confluence. И самое главное научишься проходить собеседования, сделаешь крутое резюме и пройдешь настоящие тестовые задания.",Начальный уровень,True,2987,3890,4.8,134,stepik,Анализ данных и DS
138171,Process Mining: Анализ данных процессов с помощью Python — Stepik,"Process Mining - современная область data science / data mining, направленная на анализ данных процессов бизнеса. После прохождения курса вы будете знать, что представляет из себя область процессной аналитики, какие существуют методы анализа процессных данных, и как их применять на практике для анализа процессов организации.",Начальный уровень,False,101,2500,4.9,8,stepik,Анализ данных и DS
108888,Введение в соревновательный Data Science | Kaggle — Stepik,"🏆 Разбираемся в тонкостях соревновательного анализа данных. Прокачиваемся в построении моделей машинного обучения с максимальной точностью. Минимум теории, максимум практики для победы в чемпионатах. 
 Курс стал победителем в номинации ""Прорыв Года""  Stepik Awards 2023.",Средний уровень,False,1587,5250,5.0,142,stepik,Анализ данных и DS
186169,"Нейронные сети с PyTorch: без формул, только практика! — Stepik","Курс по нейронным сетям с PyTorch предназначен для тех, кто хочет овладеть навыками создания и обучения нейронных сетей на Python с использованием библиотеки PyTorch.",Средний уровень,False,1164,2550,5.0,35,stepik,Анализ данных и DS
121043,Специализация «Аналитик данных»,На этой специализации вы освоите профессию «Аналитик данных»,Начальный уровень,False,1067,5490,4.9,11,stepik,Анализ данных и DS
179805,Практический Deep Learning — Stepik,"Курс посвящен теоретическим и практическим основам работы с нейронными сетями. В курсе вы узнаете как устроены полносвязные, сверточные и рекуррентные нейронные сети, как они обучаются. Конечно, про трансформеры и attention mechanism вы тоже узнаете! Также вы познакомитесь с фреймворком PyTorch и напишете на нем свои первые нейронные сети.",Средний уровень,False,999,3900,4.9,16,stepik,Анализ данных и DS
122126,Pandas для Анализа данных,"Начните увлекательное путешествие в мир Pandas! 
 
 Этот курс поможет вам освоить основные концепции и приемы работы с Pandas, которые будут полезны во многих аналитических задачах и проектах. Вы также получите практические навыки путем выполнения упражнений.",Начальный уровень,True,933,1950,4.7,31,stepik,Анализ данных и DS
92012,Визуализация данных и основы работы в Tableau — Stepik,"Это курс про визуализацию данных и основы работы с Tableau. Он подойдет тем, кто хочет уметь рисовать хорошие качественные графики быстро и эффективно (и никакого программирования!). Умение строить графики и коммуницировать ваши данные - это уже базовая необходимость для работы с ними.
 
 Практика построена вокруг Tableau (одного из самых популярных BI инструментов). Сейчас Tableau - один из топовых навыков на рынке, так что будет +1 отличная строчка для резюме. А лекционная часть позволит отличать плохие графики от хороших и вместе смеяться на 3D пайчартами.",Начальный уровень,False,914,4800,5.0,46,stepik,Анализ данных и DS
206464,Аналитик 1С. Основные инструменты и ввод в профессию — Stepik,Этот курс поможет вам стать востребованным специалистом по аналитике в 1С и открыть новые карьерные возможности в области управления и автоматизации бизнес-процессов.,Начальный уровень,False,807,4490,4.8,39,stepik,Анализ данных и DS
194930,А/Б-тесты с Глебом Михайловым — Stepik,"Интуитивный видеокурс по А/Б-тестам, проверке гипотез и p-value. Никакой классической статистики и формул, только уникальные авторские инсайты и лайфхаки. Вводная часть курса по интуитивному пониманию А/Б-тестов доступна бесплатно!🔥",Средний уровень,False,1776,2470,4.8,91,stepik,Анализ данных и DS
114684,Анализ данных в KNIME — Stepik,"Курс создан для тех, кто много работает с данными. KNIME — это мощный инструмент для анализа данных. Он бесплатный, универсальный и сравнительно простой в изучении.",Начальный уровень,False,1587,1500,4.9,60,stepik,Анализ данных и DS
180256,Курс по Numpy — Твой путь в AI — Stepik,"При прохождении этого курса вы развиваете навыки работы с массивами данных, математических и статистических операций и других концепций, которые будут полезны во многих областях, включая научные и инженерные вычисления, обработку данных и машинное обучение.",Начальный уровень,False,790,650,4.9,48,stepik,Анализ данных и DS
204287,Введение в статистику и проверку гипотез — Stepik,Этот курс познакомит вас с основами статистики и А/Б тестирования и поможет систематизировать уже имеющиеся знания.,Начальный уровень,False,754,1990,4.7,20,stepik,Анализ данных и DS
177903,Изучаем Pandas на финансовых данных,"В курсе мы будем учиться работать с библиотекой Pandas, используя при этом различные финансовые и экономические данные. Тем самым, параллельно с изучением самой библиотеки, вы также сможете узнать для себя и что-то новое из мира экономики и финансов.",,True,718,1380,5.0,43,stepik,Анализ данных и DS
197483,Библиотека Matplotlib. Визуализация данных в Python — Stepik,"Если перед тем как построить график, с использованием библиотеки Matplotlib, Вы тратите слишком много времени на то, чтобы понять, как это сделать, то этот курс точно для Вас. Курс для быстрого освоения возможностей библиотеки Matplotlib.",,False,686,680,4.9,47,stepik,Анализ данных и DS
229035,Простой дашборд DataLens для Tg Ads за 15 минут — Stepik,"Создавайте красивые дашборды для своих проектов.  Увеличивайте эффективность и производительность себя и своей команды. Этот курс не нужно будет планировать на выходные, так как он длится всего около 15 минут.",Начальный уровень,False,618,990,5.0,21,stepik,Анализ данных и DS
208942,BI аналитика/Data engineer экспресс-курс — Stepik,"Ускоренный путь в BI/Data Engineering. За 5,5 часов практики вы освоите ключевые технологии (Docker, Airflow, ClickHouse) и построите полный цикл обработки данных - от извлечения до визуализации в DataLens/Superset. Курс сфокусирован на реальных задачах: никакой воды, только применимые на практике знания. Финальный проект станет отличным кейсом в вашем профессиональном портфолио. Начните карьеру в перспективной IT-области уже сегодня!",Начальный уровень,False,608,1990,5.0,42,stepik,Анализ данных и DS
204124,Библиотека Seaborn. Статистическая визуализация данных в Python,"Хотите превращать сложные наборы данных в яркие и понятные графики, которые привлекут внимание и помогут сделать важные выводы? Тогда этот курс по визуализации данных с Seaborn — именно то, что вам нужно!",,True,479,880,5.0,13,stepik,Анализ данных и DS
216086,Продуктовые метрики. Визуализация в  Python и BI Yandex DataLens,"На курсе вы познакомитесь с большим количеством продуктовых и бизнес метрик. Поймете их ценность для бизнеса, и как они взаимосвязаны друг с другом. А также научитесь рассчитывать и визуализировать ключевые метрики, представляя их в виде наглядных графиков с помощью Python и дашбордов в BI-платформе. Курс полностью практический: достаем данные из базы данных, обрабатываем их в Python с помощью библиотеки Pandas, визуализируем данные с помощью библиотек Matplotlib и Seaborn и строим дашборды в BI DataLens.",Средний уровень,True,460,2490,5.0,4,stepik,Анализ данных и DS
175967,Продвинутые методы машинного обучения — Stepik,"Данный курс посвящен различным прикладным задачам, которые решаются при помощи методов машинного обучения и является логическим продолженим курса Практический Machine Learning. В курсе разобраны современные подходы к решению задач рекомендации, анализа временных рядов, динамическое ценообразование, uplift-моделирование и многое другое.",Средний уровень,False,418,5400,4.0,3,stepik,Анализ данных и DS
229209,Data Engineer с нуля до junior: Полная программа,"Это полный набор курсов для погружения в IT направление ""Большие данные"" как Data Engineer. Включенные сюда дополнительные курсы SQL, Python, PySpark и SQLAlchemy дают ключевые навыки для обработки, трансформации и загрузки данных. Они позволяют эффективно работать с БД, автоматизировать пайплайны и масштабировать обработку данных в распределённых системах. По окончании курса Вам будет предложено решить финальное задание на выбор, которое пойдет в Ваше портфолио и отразит все знания, полученные на курсе.",Начальный уровень,False,419,12000,5.0,2,stepik,Анализ данных и DS
177213,Разведочный анализ данных,"В данном курсе мы рассказываем об основных и продвинутых подходах для анализа данных, а затем переходим к построению простых моделей машинного обучения. При этом параллельно осваиваем инструменты разработчика, которые активно исползуются в работе Data Scientst'a: терминал, Git и Docker",Начальный уровень,True,400,1900,4.9,7,stepik,Анализ данных и DS
193192,Доказательства — Stepik,"Доказательства нужны во всех разделах компьютерных наук: нужно доказывать корректность программ, алгоритмов, протоколов, а также оценки на их эффективность. Мы познакомимся с распространёнными типами доказательств (доказательства существования, оптимальности, корректности; метод математической индукции; оценки скорости роста), а также узнаем, как доказательства классифицируются в компьютерных науках с вычислительной точки зрения (увидим примеры интерактивных и вероятностно проверяемых доказательств).",Начальный уровень,False,341,1890,4.7,3,stepik,Анализ данных и DS
153842,Аналитика в SPSS: от новичка до уверенного бизнес-пользователя — Stepik,"Данный курс - аналог курса автора на платформе UDEMY. Он раскрывает искусство анализа данных, поиска скрытых закономерностей, прогнозирования и классификации с помощью программы SPSS.   Курс не имеет аналогов на русскоязычном пространстве и спроектирован в виде ""коктейля"" из основных предметных знаний (описательная и аналитическая статистика) и прикладной работы в SPSS.   На сегодня этот курс: самое полное русскоязычное собрание основных современных методов анализа данных для не-технических дисциплин.",Начальный уровень,False,326,1790,5.0,12,stepik,Анализ данных и DS
211639,Пакет курсов: Pandas + Matplotlib + Seaborn,"Пакет курсов по обработке, анализу и визуализации данных для глубокого освоения всех этапов работы с информацией.",,False,339,2480,5.0,2,stepik,Анализ данных и DS
231306,Разработка LLM с нуля — Stepik,"Этот практический курс погрузит студентов в создание современных языковых моделей (LLM) на примере GPT-архитектуры. Участники с нуля реализуют все основные компоненты Трансформера: от токенизации (BPE) до механизмов Внимания и генерации текста. Для разработки будем использовать только Python и низкоуровневый PyTorch, не полагаясь на какие-либо сторонние библиотеки.",Средний уровень,False,374,4900,4.9,9,stepik,Анализ данных и DS
200649,Анализ Данных с Глебом Михайловым (3 курса сразу!),В эту специализацию входит три моих курса:1) SQL для анализа данных с Глебом Михайловым 2) Data Science с Глебом Михайловым 3)А/Б-тесты с Глебом Михайловым,Начальный уровень,False,270,5970,5.0,2,stepik,Анализ данных и DS
214389,🤖 Машинное обучение с помощью ClearML и Pytorch Lightning ⚡ — Stepik,"Разбираем продвинутую связку ML инструментов для комфортного и быстрого обучения нейронных сетей и других алгоритмов. Учимся писать продакшен код и подключать к нему систему логирования. 
 Курс от победителей в номинации ""Прорыв Года"" Stepik Awards.",Средний уровень,False,244,2150,4.8,4,stepik,Анализ данных и DS
245635,Комбинаторика — Stepik,"Комбинаторика — раздел математики, изучающий способы выбора, размещения и группировки объектов из конечных множеств по определённым правилам. Мы познакомимся с основными концепциями комбинаторики (биномиальные коэффициенты, рекуррентные соотношения, производящие функции), а также напишем код для перебора разных объектов.",Начальный уровень,False,253,1890,5.0,1,stepik,Анализ данных и DS
245638,Теория графов — Stepik,"Теория графов используется повсеместно в математике и компьютерных науках, поскольку изучает попарные связи между объектами. Мы познакомимся с основными понятиями теории графов (деревья, циклы, потоки, паросочетания, раскраски, укладки), увидим большое количество применений и научимся пользоваться этими понятиями в Python.",Начальный уровень,False,251,1890,,,stepik,Анализ данных и DS
245346,Логика и теория множеств — Stepik,"Логика и теория множеств — это основа формального мышления и построения вычислений. Мы научимся формулировать утверждения, работать с кванторами, множествами и операциями над ними, а также увидим, как логика применяется в компьютерных науках (в частности, научимся пользоваться SAT-солверами).",Начальный уровень,False,250,1890,5.0,1,stepik,Анализ данных и DS
245637,Теория вероятностей — Stepik,"Теория вероятностей — это фундамент для понимания случайных процессов, без которого не обойтись в машинном обучении, анализе данных, криптографии и других областях. Мы изучим вероятностные модели, научимся вычислять вероятности событий, ожидания и дисперсии, а также поймём, как применять эти идеи на практике.",Начальный уровень,False,251,1890,,,stepik,Анализ данных и DS
246323,Дискретная математика,"Дискретная математика — это язык компьютерных наук. Знание этого языка необходимо специалистам в таких областях, как искусственный интеллект, разработка программного обеспечения, машинное обучение и многих других. В этой программе вы освоите этот язык, решив много задач — как практических, так и теоретических.",Начальный уровень,False,248,5890,,,stepik,Анализ данных и DS
93964,Математика для Data Science. Специализация. Тариф «Перельман» — Stepik,Избранные разделы высшей математики в контексте Data Science с упором на решение задач.,,False,207,30000,5.0,2,stepik,Анализ данных и DS
109816,"Технологии компьютерного зрения:с нуля к OpenCV, MediaPipe, YOLO — Stepik","Программа охватывает все этапы компьютерного зрения: от основ NumPy и OpenCV до продвинутых нейросетевых методов MediaPipe и YOLO. Вы научитесь обрабатывать изображения, видео, выполнять трансформации изображений, осваивать дополненную реальность с ArUco-маркерами, а также создавать собственные модели, обученные на своих данных. Особенностью курса является система автоматической проверки ваших решений на основе OpenCV.",Средний уровень,False,218,3950,4.8,8,stepik,Анализ данных и DS
205676,Продвинутые методы глубинного обучения,"Курс посвящен изучению современных алгоритмов и подходов из области Deep Learning, таких как генеративные модели в Computer Vision и в NLP, методы эффективного обучения больших языковых моделей, рекомендательные системы, грабовые нейронные сети и многое другое!",Средний уровень,False,188,3900,5.0,3,stepik,Анализ данных и DS
198117,Use Case и User Story: практический курс для аналитиков — Stepik,"В курсе доступным языком с наглядными примерами излагаются базовые способы описания требований к программным продуктам - Use case UML диаграммы, BPMN-схемы для визуализации use cases, user stories. Итоговое задание (сквозное по всему курсу) проверяется вручную. Вы получите развернутую обратную связь по заданию, в котором отработаете все разобранные в курсе способы записи требований на кейсе, актуальном лично для вас.",Начальный уровень,False,170,5900,5.0,17,stepik,Анализ данных и DS
177215,Линейные модели и их презентация — Stepik,"Классические линейные модели машинного обучения появились давно, но никогда не выйдут из моды и активно используются во многих проектах. На курсе вы узнаете о том, как устроены линейные модели, научитесь применять их на практике, интерпретировать и оборачивать в веб-сервисы.",Средний уровень,False,167,1900,5.0,1,stepik,Анализ данных и DS
223260,Аналитика и Data Science для менеджеров и гуманитариев,"Курс является раритетным аналогом древнего (10 летней давности), но самого популярного и одного из самых первых курсов данного автора. Курс создан по мотивам одноименной книги и  предназначен для социально-экономических направлений: в нем кратко разобраны основные методы поиска скрытых закономерностей.",Начальный уровень,True,169,1300,5.0,3,stepik,Анализ данных и DS
247866,Системный аналитик с нуля до старта,"Освойте всё, что нужно начинающему системному аналитику за 2 месяца. База, без которой никуда ни джунам, ни мидлам, ни сеньорам. Внутри вас ждут 11 часов видео 🎬⭐, текстовые уроки, тесты и задания.",Начальный уровень,True,187,7490,5.0,6,stepik,Анализ данных и DS
241343,PySpark с нуля,"Курс предназначен для начинающих специалистов в области обработки больших данных. Вы изучите основы распределённых вычислений с Apache Spark, научитесь работать с RDD и DataFrame, познакомитесь с Spark SQL, оптимизацией запросов, потоковой обработкой и библиотекой машинного обучения MLlib. В финале курса Вы решите практическое задание и добавите готовый проект в портфолио.",Начальный уровень,False,165,9990,,,stepik,Анализ данных и DS
180984,Основы нейронных сетей и NLP,"Интенсив посвящен основам работы с нейронными сетями, а также приложениям глубинного обучения к решению задач автоматической обработки текстов (NLP). 
 Курс является первым в линейке курсов по Natural Language Processing",Средний уровень,True,136,3900,5.0,2,stepik,Анализ данных и DS
223852,Современное компьютерное зрение,"Курс посвящен основам глубинного обучения в области Computer Vision (CV). В курсе мы начнем с азов компьютерного зрения, а затем затронем актуальные задачи CV и посмотрим на устройство популярных решений.",Средний уровень,True,132,10000,5.0,1,stepik,Анализ данных и DS
97158,Анализ данных NGS: практика для начинающих. — Stepik,"Лабораторный практикум для начинающих: Это небольшое исследование от сырых данных до сборки генома.  Мы покажем ГДЕ и КАК можно взять данные и ЧТО с ними в принципе можно сделать полезного, используя доступный любому биологу обычный компьютер.",Начальный уровень,False,120,3000,4.5,2,stepik,Анализ данных и DS
229626,Pandas,"🚀 Освойте Pandas 🚀 — одну из самых популярных библиотек Python для работы с данными! Научитесь создавать и обрабатывать таблицы, анализировать данные, работать с файлами и эффективно применять методы фильтрации, группировки и объединения. Курс подойдет как для начинающих, так и для тех, кто хочет углубить знания в анализе данных.",Средний уровень,True,118,1350,5.0,8,stepik,Анализ данных и DS
224260,Специалист по компьютерному зрению,"Программа состоит из четырех курсов: ""Практический Deep Learning"", ""Современное компьютерное зрение"", ""Генеративные модели компьютерного зрения"" и ""Super Resolution: Основы и Практика"". Прохождение курсов программы позволит слушателям погрузиться в основные алгоритмы и концепции глубинного обучения, а после этого освоить подходы классического и современного Computer Vision - и в теории, и на практике.",,True,113,17490,,,stepik,Анализ данных и DS
214012,Машинное обучение: Кросс-валидация и оптимизация гиперпараметров — Stepik,"Этот курс охватывает ключевые методы и инструменты кросс-валидации и оптимизации гиперпараметров моделей машинного обучения, используя инструменты библиотеки Scikit-learn. В рамках курса рассматриваются различные стратегии разбиения данных. Важным аспектом станет изучение GridSearchCV и RandomizedSearchCV для эффективной оптимизации моделей.",,False,118,880,5.0,5,stepik,Анализ данных и DS
198640,ExplainableAI: Интерпретация моделей от ML до LLM — Stepik,"Курс посвящён методам интерпретации моделей машинного и глубинного обучения (XAI). Рассматриваются математические основы и практическое применение интерпретируемости: от линейных моделей и ансамблей до CNN, Transformers и LLM. Особое внимание уделено современным методам объяснимости и их значению для повышения надёжности и безопасности AI-систем.",Средний уровень,False,104,7900,4.0,1,stepik,Анализ данных и DS
237232,Профессия DataOPS Engineer с нуля до middle — Stepik,"DataOps — внутреннее устройство инструментов в Data Engineering. Если Data Engineering — это здание, то DataOps — это его фундамент, электрика и система жизнеобеспечения. Вы научитесь работать с Linux, Python и Git, собирать образы в Docker, разворачивать кластеры в Kubernetes, строить потоковые системы на Hadoop и Spark, автоматизировать задачи с Airflow и Ansible, подключать облако и CI/CD. Много практики, настоящие Dev & Data инструменты и финальный проект, которым не стыдно поделиться.",Начальный уровень,False,101,12990,,,stepik,Анализ данных и DS
